time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h)
2020-01-01 00:00:00,6.0,72,1.4,0.0,0.0,1021.9,874.4,94,0.26,4.3,175,16.9
2020-01-01 01:00:00,6.2,72,1.4,0.0,0.0,1022.7,875.1,95,0.27,5.1,176,16.2
2020-01-01 02:00:00,6.4,74,2.1,0.0,0.0,1023.2,875.7,93,0.25,5.8,173,18.0
2020-01-01 03:00:00,9.9,74,5.4,0.0,0.0,1024.5,878.4,91,0.32,5.8,173,18.4
2020-01-01 04:00:00,13.8,48,3.1,0.0,0.0,1025.0,880.7,89,0.81,1.8,143,16.6
2020-01-01 05:00:00,14.8,47,3.5,0.0,0.0,1024.4,880.7,82,0.9,1.3,56,12.6
2020-01-01 06:00:00,15.5,46,3.9,0.0,0.0,1023.5,880.2,75,0.95,1.5,104,12.6
2020-01-01 07:00:00,16.0,42,3.2,0.1,0.1,1022.0,879.1,46,1.05,2.2,99,24.1
2020-01-01 08:00:00,16.3,39,2.2,0.1,0.1,1020.9,878.3,43,1.14,1.8,90,20.9
2020-01-01 09:00:00,16.2,38,1.8,0.0,0.0,1020.4,877.8,88,1.15,1.8,90,13.0
2020-01-01 10:00:00,15.8,39,1.9,0.0,0.0,1020.3,877.6,96,1.1,0.8,117,11.5
2020-01-01 11:00:00,14.9,41,1.7,0.0,0.0,1020.9,877.7,95,1.0,1.8,180,7.6
2020-01-01 12:00:00,13.0,50,2.7,0.0,0.0,1021.4,877.3,94,0.76,3.4,198,10.8
2020-01-01 13:00:00,10.2,69,4.7,0.0,0.0,1022.2,876.6,76,0.39,2.9,187,10.1
2020-01-01 14:00:00,9.5,71,4.5,0.0,0.0,1023.0,877.0,91,0.34,2.5,180,10.8
2020-01-01 15:00:00,9.3,72,4.4,0.0,0.0,1023.5,877.3,92,0.33,1.8,180,10.4
2020-01-01 16:00:00,9.3,69,3.9,0.0,0.0,1023.8,877.6,95,0.37,2.9,173,11.9
2020-01-01 17:00:00,9.0,67,3.2,0.0,0.0,1023.9,877.5,93,0.38,3.6,174,14.0
2020-01-01 18:00:00,8.4,65,2.3,0.0,0.0,1023.9,877.2,99,0.38,4.3,175,15.1
2020-01-01 19:00:00,8.4,64,2.0,0.0,0.0,1024.0,877.3,95,0.4,4.0,170,15.1
2020-01-01 20:00:00,8.2,65,2.0,0.0,0.0,1023.5,876.8,97,0.38,2.9,173,13.7
2020-01-01 21:00:00,8.3,65,2.2,0.0,0.0,1023.2,876.6,93,0.38,2.6,164,11.9
2020-01-01 22:00:00,8.7,64,2.2,0.0,0.0,1022.4,876.1,95,0.41,3.4,162,13.7
2020-01-01 23:00:00,8.9,64,2.4,0.0,0.0,1022.4,876.2,97,0.41,3.8,163,14.0
2020-01-02 00:00:00,7.6,75,3.4,0.0,0.0,1022.4,875.6,85,0.26,5.8,176,15.1
2020-01-02 01:00:00,7.4,76,3.4,0.0,0.0,1023.5,876.4,99,0.25,4.7,171,18.4
2020-01-02 02:00:00,7.9,77,4.1,0.0,0.0,1024.2,877.2,81,0.25,4.3,175,16.6
2020-01-02 03:00:00,10.4,77,6.5,0.0,0.0,1025.3,879.4,95,0.29,4.7,171,15.1
2020-01-02 04:00:00,13.5,53,4.1,0.0,0.0,1025.6,881.1,86,0.73,1.8,79,14.0
2020-01-02 05:00:00,14.3,50,4.0,0.0,0.0,1025.0,880.9,92,0.82,3.3,49,15.1
2020-01-02 06:00:00,14.9,48,3.9,0.0,0.0,1023.9,880.2,100,0.88,1.8,79,15.1
2020-01-02 07:00:00,14.2,50,3.8,0.0,0.0,1022.8,879.0,100,0.82,0.8,63,12.6
2020-01-02 08:00:00,14.0,53,4.6,0.1,0.1,1021.9,878.1,99,0.75,1.6,27,9.7
2020-01-02 09:00:00,13.8,58,5.6,0.0,0.0,1021.4,877.6,95,0.67,2.1,31,11.5
2020-01-02 10:00:00,13.5,59,5.8,0.0,0.0,1020.9,877.1,93,0.63,1.8,37,10.4
2020-01-02 11:00:00,12.9,61,5.6,0.0,0.0,1021.0,876.9,96,0.58,1.8,360,8.6
2020-01-02 12:00:00,10.3,86,8.1,0.0,0.0,1021.7,876.2,99,0.17,3.4,148,10.8
2020-01-02 13:00:00,10.6,82,7.6,0.8,0.8,1022.7,877.3,57,0.23,1.8,169,12.6
2020-01-02 14:00:00,8.9,90,7.3,0.1,0.1,1023.5,877.1,50,0.12,3.3,167,19.1
2020-01-02 15:00:00,8.9,88,7.0,0.0,0.0,1023.3,877.0,49,0.14,3.8,163,15.5
2020-01-02 16:00:00,8.1,88,6.3,0.0,0.0,1023.5,876.7,41,0.13,3.9,158,16.9
2020-01-02 17:00:00,7.7,88,5.9,0.0,0.0,1023.0,876.1,47,0.13,4.0,153,16.9
2020-01-02 18:00:00,7.3,88,5.5,0.0,0.0,1022.3,875.3,96,0.12,4.7,157,19.1
2020-01-02 19:00:00,7.0,89,5.3,0.0,0.0,1021.6,874.6,96,0.11,6.0,163,21.6
2020-01-02 20:00:00,6.9,90,5.3,0.0,0.0,1021.0,874.0,100,0.1,6.5,174,22.0
2020-01-02 21:00:00,6.7,93,5.7,0.5,0.5,1020.7,873.7,100,0.07,5.7,162,27.7
2020-01-02 22:00:00,6.7,94,5.9,0.7,0.7,1020.5,873.5,100,0.06,4.6,162,23.8
2020-01-02 23:00:00,6.7,95,6.0,1.0,1.0,1020.6,873.6,100,0.05,4.8,153,24.8
2020-01-03 00:00:00,8.0,86,5.8,1.3,1.3,1020.7,874.3,100,0.15,5.6,140,28.4
2020-01-03 01:00:00,7.6,91,6.2,0.4,0.4,1021.0,874.4,97,0.1,7.0,145,26.6
2020-01-03 02:00:00,7.9,90,6.4,0.0,0.0,1021.1,874.6,100,0.11,7.8,146,25.9
2020-01-03 03:00:00,9.6,85,7.2,0.0,0.0,1021.7,875.9,100,0.18,8.3,146,28.8
2020-01-03 04:00:00,9.7,87,7.7,0.2,0.2,1022.5,876.6,100,0.15,5.1,141,33.8
2020-01-03 05:00:00,9.6,90,8.0,0.7,0.7,1022.4,876.5,100,0.12,4.3,132,32.0
2020-01-03 06:00:00,9.6,91,8.2,0.8,0.8,1021.2,875.5,99,0.11,4.0,117,25.9
2020-01-03 07:00:00,10.2,86,8.0,0.7,0.7,1019.5,874.3,99,0.17,4.5,104,25.6
2020-01-03 08:00:00,10.1,87,8.0,1.1,1.1,1018.4,873.3,99,0.16,4.8,103,19.1
2020-01-03 09:00:00,9.6,90,8.0,1.9,1.9,1017.8,872.6,99,0.12,4.6,108,25.6
2020-01-03 10:00:00,9.4,88,7.4,1.8,1.8,1017.6,872.3,98,0.15,6.2,111,28.8
2020-01-03 11:00:00,8.6,85,6.1,1.7,1.7,1017.7,872.0,97,0.17,6.8,115,28.4
2020-01-03 12:00:00,7.9,85,5.5,0.9,0.9,1018.7,872.5,72,0.16,4.3,114,28.4
2020-01-03 13:00:00,7.6,86,5.4,0.3,0.3,1019.1,872.8,73,0.15,4.8,138,22.0
2020-01-03 14:00:00,7.2,85,4.9,0.4,0.4,1019.3,872.7,84,0.15,5.6,140,20.9
2020-01-03 15:00:00,7.2,87,5.1,0.6,0.6,1019.5,872.9,73,0.14,5.1,141,22.0
2020-01-03 16:00:00,7.0,88,5.2,0.5,0.5,1019.8,873.0,40,0.12,5.0,150,20.5
2020-01-03 17:00:00,6.7,91,5.3,0.5,0.5,1020.1,873.2,76,0.09,5.0,150,19.4
2020-01-03 18:00:00,6.6,92,5.4,0.5,0.5,1019.8,872.9,98,0.08,4.5,151,19.4
2020-01-03 19:00:00,6.8,91,5.5,0.5,0.5,1019.6,872.8,93,0.08,4.0,153,16.6
2020-01-03 20:00:00,6.9,91,5.5,0.6,0.6,1019.1,872.4,100,0.09,4.2,149,15.5
2020-01-03 21:00:00,6.9,90,5.5,0.4,0.4,1018.4,871.8,76,0.09,4.9,144,16.9
2020-01-03 22:00:00,6.4,90,4.9,0.1,0.1,1017.5,870.8,62,0.09,4.5,151,16.9
2020-01-03 23:00:00,5.7,93,4.6,0.2,0.2,1017.1,870.1,24,0.06,4.0,153,16.2
2020-01-04 00:00:00,5.7,91,4.4,0.0,0.0,1017.4,870.4,52,0.08,4.0,153,15.8
2020-01-04 01:00:00,5.6,92,4.4,0.2,0.2,1017.7,870.6,64,0.07,4.3,156,15.1
2020-01-04 02:00:00,6.2,92,5.0,0.4,0.4,1018.2,871.3,41,0.07,5.5,157,15.1
2020-01-04 03:00:00,8.4,87,6.3,0.3,0.3,1019.0,873.0,37,0.15,4.3,138,16.2
2020-01-04 04:00:00,10.2,78,6.5,0.0,0.0,1018.9,873.8,22,0.28,3.3,84,15.1
2020-01-04 05:00:00,11.5,73,6.8,0.0,0.0,1018.1,873.7,18,0.37,3.1,45,15.8
2020-01-04 06:00:00,12.3,74,7.7,0.0,0.0,1016.5,872.7,55,0.38,4.0,5,22.7
2020-01-04 07:00:00,12.5,72,7.6,0.1,0.1,1015.4,871.9,99,0.41,4.6,309,23.4
2020-01-04 08:00:00,11.6,75,7.4,0.2,0.2,1014.8,870.9,99,0.34,4.4,325,22.7
2020-01-04 09:00:00,10.9,80,7.5,0.2,0.2,1014.4,870.3,100,0.26,4.7,337,23.4
2020-01-04 10:00:00,10.4,84,7.8,0.1,0.1,1014.3,870.0,100,0.2,3.4,328,20.5
2020-01-04 11:00:00,9.2,91,7.8,0.1,0.1,1014.9,869.9,100,0.1,3.3,319,14.4
2020-01-04 12:00:00,8.1,95,7.4,0.0,0.0,1015.4,869.8,61,0.05,1.9,292,13.3
2020-01-04 13:00:00,7.8,97,7.4,0.0,0.0,1015.7,869.9,51,0.03,1.0,135,4.0
2020-01-04 14:00:00,7.2,98,6.8,0.0,0.0,1016.0,869.9,35,0.02,2.1,149,6.8
2020-01-04 15:00:00,6.5,98,6.1,0.0,0.0,1016.5,870.0,26,0.02,1.5,166,7.2
2020-01-04 16:00:00,6.6,97,6.2,0.0,0.0,1017.5,870.9,100,0.03,1.1,162,5.8
2020-01-04 17:00:00,6.8,96,6.2,0.0,0.0,1017.6,871.1,68,0.04,1.5,166,5.0
2020-01-04 18:00:00,6.7,96,6.2,0.0,0.0,1017.3,870.8,29,0.04,1.1,162,5.8
2020-01-04 19:00:00,6.6,97,6.1,0.0,0.0,1016.9,870.4,26,0.03,2.3,162,5.4
2020-01-04 20:00:00,6.3,95,5.5,0.0,0.0,1016.9,870.3,44,0.05,2.5,180,6.5
2020-01-04 21:00:00,6.6,93,5.6,0.0,0.0,1017.0,870.5,29,0.07,1.5,14,6.1
2020-01-04 22:00:00,6.2,95,5.5,0.0,0.0,1016.7,870.0,41,0.05,1.5,135,5.4
2020-01-04 23:00:00,5.3,97,4.9,0.0,0.0,1015.8,868.8,20,0.02,3.1,159,8.3
2020-01-05 00:00:00,4.9,96,4.3,0.0,0.0,1015.7,868.5,21,0.04,3.4,162,11.2
2020-01-05 01:00:00,4.5,96,3.9,0.0,0.0,1015.9,868.5,23,0.03,3.1,159,13.3
2020-01-05 02:00:00,5.6,94,4.7,0.0,0.0,1017.1,870.1,33,0.06,3.3,167,10.1
2020-01-05 03:00:00,7.3,82,4.5,0.0,0.0,1018.3,871.9,45,0.18,2.1,239,10.1
2020-01-05 04:00:00,8.2,73,3.6,0.0,0.0,1018.8,872.8,33,0.29,4.8,312,16.2
2020-01-05 05:00:00,9.1,68,3.6,0.0,0.0,1018.6,873.0,41,0.36,5.4,312,18.7
2020-01-05 06:00:00,9.5,69,4.1,0.0,0.0,1017.1,871.9,28,0.37,4.3,312,18.7
2020-01-05 07:00:00,10.7,59,3.1,0.2,0.2,1014.9,870.6,26,0.53,5.8,292,19.8
2020-01-05 08:00:00,10.9,59,3.2,0.3,0.3,1013.9,869.8,24,0.53,6.0,295,22.3
2020-01-05 09:00:00,10.9,60,3.4,0.0,0.0,1013.4,869.4,20,0.52,5.4,290,20.5
2020-01-05 10:00:00,10.6,60,3.2,0.0,0.0,1013.3,869.2,14,0.51,6.6,279,19.1
2020-01-05 11:00:00,9.5,70,4.3,0.0,0.0,1013.9,869.2,9,0.36,5.8,300,19.8
2020-01-05 12:00:00,7.0,86,4.8,0.0,0.0,1015.7,869.6,24,0.14,7.6,301,17.6
2020-01-05 13:00:00,7.2,90,5.7,0.0,0.0,1017.0,870.8,39,0.1,2.3,219,17.3
2020-01-05 14:00:00,6.8,86,4.6,0.0,0.0,1017.4,870.9,25,0.14,4.0,185,11.5
2020-01-05 15:00:00,6.1,86,4.0,0.0,0.0,1017.4,870.6,14,0.13,3.0,166,11.5
2020-01-05 16:00:00,5.8,82,3.0,0.0,0.0,1018.1,871.0,13,0.16,3.1,159,9.0
2020-01-05 17:00:00,5.2,80,2.1,0.0,0.0,1018.2,870.8,7,0.18,3.7,169,9.4
2020-01-05 18:00:00,5.0,75,1.0,0.0,0.0,1018.2,870.7,4,0.22,4.0,170,9.7
2020-01-05 19:00:00,4.8,71,-0.0,0.0,0.0,1017.8,870.3,3,0.25,4.6,162,9.7
2020-01-05 20:00:00,4.4,70,-0.6,0.0,0.0,1017.2,869.6,2,0.25,4.6,162,9.7
2020-01-05 21:00:00,4.0,71,-0.8,0.0,0.0,1017.3,869.5,7,0.24,3.4,162,9.4
2020-01-05 22:00:00,4.6,65,-1.5,0.0,0.0,1016.7,869.2,2,0.3,3.3,167,11.2
2020-01-05 23:00:00,4.9,61,-2.0,0.0,0.0,1016.3,869.1,1,0.34,3.1,159,10.4
2020-01-06 00:00:00,3.1,70,-1.8,0.0,0.0,1016.2,868.1,1,0.23,5.5,169,10.8
2020-01-06 01:00:00,3.1,72,-1.4,0.0,0.0,1017.4,869.1,1,0.21,3.0,166,12.2
2020-01-06 02:00:00,5.2,66,-0.6,0.0,0.0,1018.3,870.9,1,0.3,2.7,157,8.3
2020-01-06 03:00:00,8.5,62,1.7,0.0,0.0,1018.8,872.9,0,0.42,5.1,129,14.0
2020-01-06 04:00:00,11.0,53,1.7,0.0,0.0,1019.4,874.6,0,0.62,3.6,96,16.6
2020-01-06 05:00:00,12.4,51,2.5,0.0,0.0,1018.9,874.8,0,0.71,4.2,59,15.8
2020-01-06 06:00:00,13.7,49,3.1,0.0,0.0,1017.8,874.5,59,0.8,4.6,45,18.4
2020-01-06 07:00:00,14.4,48,3.5,0.0,0.0,1016.6,873.8,42,0.86,4.2,31,18.4
2020-01-06 08:00:00,14.5,49,4.0,0.0,0.0,1015.8,873.1,1,0.84,3.4,18,17.3
2020-01-06 09:00:00,14.3,52,4.7,0.0,0.0,1015.6,872.8,12,0.77,4.3,360,16.6
2020-01-06 10:00:00,13.1,59,5.2,0.0,0.0,1016.3,872.9,69,0.62,4.9,343,17.3
2020-01-06 11:00:00,11.3,72,6.5,0.0,0.0,1016.9,872.6,2,0.37,3.3,347,15.8
2020-01-06 12:00:00,10.4,69,5.0,0.0,0.0,1017.7,872.8,4,0.39,2.9,270,10.4
2020-01-06 13:00:00,9.6,73,5.1,0.0,0.0,1018.8,873.4,20,0.32,0.7,180,6.1
2020-01-06 14:00:00,6.9,86,4.7,0.0,0.0,1019.5,872.7,1,0.14,3.2,153,7.9
2020-01-06 15:00:00,6.3,87,4.3,0.0,0.0,1019.7,872.6,59,0.12,3.7,169,10.1
2020-01-06 16:00:00,6.0,89,4.4,0.0,0.0,1019.6,872.4,1,0.1,2.9,180,9.0
2020-01-06 17:00:00,5.2,93,4.2,0.0,0.0,1020.1,872.5,4,0.06,1.5,166,8.3
2020-01-06 18:00:00,5.4,93,4.3,0.0,0.0,1020.2,872.6,1,0.06,2.5,180,6.5
2020-01-06 19:00:00,6.0,92,4.7,0.0,0.0,1020.1,872.8,80,0.08,0.4,180,8.6
2020-01-06 20:00:00,4.9,94,4.0,0.0,0.0,1019.3,871.6,65,0.05,3.5,156,7.6
2020-01-06 21:00:00,5.2,93,4.1,0.0,0.0,1018.5,871.1,11,0.06,2.9,187,9.4
2020-01-06 22:00:00,4.6,94,3.7,0.0,0.0,1018.1,870.4,96,0.05,1.4,180,9.4
2020-01-06 23:00:00,5.2,92,4.0,0.0,0.0,1017.9,870.6,5,0.07,2.5,172,7.6
2020-01-07 00:00:00,4.4,97,3.9,0.0,0.0,1017.6,869.9,21,0.03,4.4,171,9.4
2020-01-07 01:00:00,4.0,96,3.4,0.0,0.0,1017.4,869.5,82,0.03,4.4,171,13.7
2020-01-07 02:00:00,4.7,95,3.9,0.0,0.0,1018.5,870.8,47,0.04,4.8,167,13.7
2020-01-07 03:00:00,9.1,81,6.1,0.0,0.0,1019.1,873.4,29,0.21,3.2,153,13.3
2020-01-07 04:00:00,11.4,70,6.1,0.0,0.0,1018.9,874.4,1,0.41,1.8,79,11.2
2020-01-07 05:00:00,13.1,65,6.7,0.0,0.0,1017.9,874.3,5,0.53,1.8,360,12.2
2020-01-07 06:00:00,13.7,65,7.3,0.0,0.0,1017.1,873.9,5,0.55,5.5,337,20.2
2020-01-07 07:00:00,14.2,66,8.0,0.0,0.0,1015.8,873.0,83,0.55,6.9,332,23.0
2020-01-07 08:00:00,13.8,70,8.4,0.0,0.0,1014.6,871.8,73,0.47,6.5,354,23.8
2020-01-07 09:00:00,14.1,70,8.7,0.0,0.0,1014.0,871.4,92,0.49,4.6,342,21.2
2020-01-07 10:00:00,13.2,74,8.6,0.0,0.0,1014.6,871.5,100,0.4,6.0,327,18.4
2020-01-07 11:00:00,11.4,80,8.0,0.4,0.4,1015.6,871.5,94,0.28,5.0,330,18.7
2020-01-07 12:00:00,10.2,84,7.6,0.7,0.7,1015.3,870.7,89,0.2,2.5,360,17.6
2020-01-07 13:00:00,9.9,86,7.8,0.3,0.3,1016.1,871.3,69,0.17,0.7,180,20.2
2020-01-07 14:00:00,8.4,93,7.4,0.7,0.7,1016.7,871.1,66,0.07,2.6,164,10.4
2020-01-07 15:00:00,9.1,94,8.1,0.1,0.1,1016.8,871.5,57,0.07,2.3,162,22.0
2020-01-07 16:00:00,8.3,94,7.4,0.0,0.0,1017.0,871.3,24,0.07,3.0,166,10.8
2020-01-07 17:00:00,7.8,94,6.8,0.0,0.0,1017.4,871.4,45,0.07,3.1,159,10.4
2020-01-07 18:00:00,8.0,93,6.9,0.0,0.0,1016.9,871.1,38,0.08,3.4,162,10.8
2020-01-07 19:00:00,7.4,94,6.5,0.0,0.0,1016.5,870.4,83,0.07,3.0,166,10.8
2020-01-07 20:00:00,7.7,93,6.6,0.0,0.0,1016.2,870.3,50,0.07,3.8,163,10.8
2020-01-07 21:00:00,7.5,93,6.4,0.0,0.0,1015.6,869.7,38,0.07,3.7,169,13.0
2020-01-07 22:00:00,6.8,93,5.7,0.0,0.0,1015.4,869.2,79,0.07,2.2,171,11.9
2020-01-07 23:00:00,7.3,92,6.1,0.0,0.0,1015.3,869.3,20,0.08,2.6,164,10.4
2020-01-08 00:00:00,7.0,94,6.1,0.0,0.0,1016.1,869.9,21,0.06,2.3,162,10.8
2020-01-08 01:00:00,6.6,93,5.6,0.0,0.0,1016.5,870.1,1,0.07,2.3,162,8.6
2020-01-08 02:00:00,7.6,90,6.1,0.0,0.0,1017.3,871.2,47,0.11,3.5,156,11.2
2020-01-08 03:00:00,10.4,88,8.4,0.0,0.0,1018.1,873.2,97,0.15,4.8,153,14.4
2020-01-08 04:00:00,12.5,67,6.5,0.0,0.0,1018.1,874.2,96,0.49,2.3,108,13.7
2020-01-08 05:00:00,13.0,64,6.3,0.0,0.0,1017.8,874.1,100,0.54,1.1,18,11.5
2020-01-08 06:00:00,12.8,69,7.1,0.1,0.1,1017.1,873.4,100,0.47,2.8,320,10.8
2020-01-08 07:00:00,11.9,75,7.7,0.3,0.3,1016.6,872.6,100,0.35,3.3,311,11.9
2020-01-08 08:00:00,11.5,78,7.8,0.2,0.2,1015.9,871.8,99,0.3,4.3,5,13.7
2020-01-08 09:00:00,10.8,81,7.7,0.1,0.1,1015.7,871.3,96,0.24,1.9,22,13.7
2020-01-08 10:00:00,10.8,77,6.8,0.6,0.6,1015.6,871.2,74,0.3,2.9,360,10.1
2020-01-08 11:00:00,10.1,87,8.1,0.0,0.0,1015.4,870.7,93,0.16,1.3,56,9.7
2020-01-08 12:00:00,9.6,77,5.7,0.0,0.0,1016.3,871.3,73,0.28,3.7,61,10.4
2020-01-08 13:00:00,8.4,82,5.5,0.3,0.3,1016.7,871.1,92,0.2,3.6,127,12.2
2020-01-08 14:00:00,8.2,87,6.1,0.5,0.5,1017.2,871.4,92,0.15,3.7,151,16.6
2020-01-08 15:00:00,7.4,90,5.9,0.8,0.8,1017.5,871.3,63,0.1,3.6,143,16.6
2020-01-08 16:00:00,7.5,90,6.0,0.8,0.8,1017.5,871.3,67,0.1,4.4,145,18.7
2020-01-08 17:00:00,7.3,90,5.7,0.0,0.0,1017.4,871.1,94,0.11,4.9,144,19.8
2020-01-08 18:00:00,7.8,86,5.6,1.8,1.8,1017.4,871.4,82,0.15,6.0,147,19.8
2020-01-08 19:00:00,7.1,88,5.2,1.6,1.6,1016.6,870.4,54,0.12,5.3,152,18.7
2020-01-08 20:00:00,6.6,89,5.0,0.0,0.0,1016.2,869.8,53,0.11,4.8,153,18.0
2020-01-08 21:00:00,6.3,89,4.6,0.5,0.5,1015.4,868.9,55,0.11,4.7,157,15.8
2020-01-08 22:00:00,6.3,90,4.8,0.0,0.0,1014.9,868.5,47,0.09,4.1,165,16.2
2020-01-08 23:00:00,6.4,90,4.9,0.3,0.3,1014.8,868.5,43,0.09,4.7,157,15.5
2020-01-09 00:00:00,6.1,90,4.7,0.4,0.4,1015.6,869.0,90,0.09,3.2,153,17.6
2020-01-09 01:00:00,5.6,90,4.1,0.0,0.0,1016.1,869.2,52,0.09,3.7,169,14.0
2020-01-09 02:00:00,6.6,91,5.2,0.0,0.0,1016.6,870.1,33,0.09,5.9,169,15.8
2020-01-09 03:00:00,8.9,88,7.0,0.0,0.0,1017.5,872.0,36,0.14,5.8,158,17.3
2020-01-09 04:00:00,10.9,77,7.0,0.1,0.1,1018.2,873.5,52,0.3,2.4,117,16.9
2020-01-09 05:00:00,11.9,74,7.4,0.0,0.0,1017.5,873.4,53,0.36,2.9,97,14.4
2020-01-09 06:00:00,12.5,71,7.3,0.0,0.0,1016.7,873.0,78,0.43,1.6,63,19.4
2020-01-09 07:00:00,12.5,73,7.9,0.1,0.1,1015.5,872.0,54,0.39,2.3,342,20.2
2020-01-09 08:00:00,12.5,73,7.9,0.2,0.2,1014.9,871.4,100,0.39,2.8,310,23.4
2020-01-09 09:00:00,11.7,79,8.2,0.2,0.2,1014.6,870.8,100,0.29,3.3,319,22.0
2020-01-09 10:00:00,11.4,83,8.5,0.1,0.1,1014.5,870.6,70,0.23,2.9,360,19.8
2020-01-09 11:00:00,10.4,90,8.8,1.2,1.2,1014.7,870.3,82,0.13,2.9,360,14.0
2020-01-09 12:00:00,9.1,99,8.9,1.1,1.1,1016.5,871.2,50,0.01,3.2,360,9.0
2020-01-09 13:00:00,8.5,100,8.5,0.0,0.0,1017.0,871.4,100,0.0,1.0,135,7.9
2020-01-09 14:00:00,7.3,100,7.3,0.0,0.0,1017.2,871.0,100,0.0,2.7,157,7.9
2020-01-09 15:00:00,6.8,100,6.8,0.0,0.0,1017.4,870.9,15,0.0,1.9,158,7.9
2020-01-09 16:00:00,6.3,98,6.1,0.0,0.0,1017.8,871.0,15,0.02,1.8,169,6.5
2020-01-09 17:00:00,6.0,96,5.4,0.0,0.0,1017.4,870.5,13,0.04,1.8,180,7.2
2020-01-09 18:00:00,5.8,94,5.0,0.0,0.0,1016.9,870.0,8,0.05,2.2,180,8.6
2020-01-09 19:00:00,5.6,94,4.7,0.0,0.0,1016.5,869.6,6,0.06,2.5,180,10.1
2020-01-09 20:00:00,5.4,95,4.6,0.0,0.0,1016.3,869.3,9,0.05,2.2,180,10.1
2020-01-09 21:00:00,5.2,94,4.3,0.0,0.0,1015.7,868.7,6,0.05,2.2,171,9.4
2020-01-09 22:00:00,5.2,94,4.3,0.0,0.0,1015.2,868.3,7,0.06,2.5,172,9.7
2020-01-09 23:00:00,5.2,93,4.1,0.0,0.0,1015.1,868.2,16,0.07,2.2,171,9.7
2020-01-10 00:00:00,5.6,94,4.7,0.0,0.0,1016.1,869.2,16,0.06,3.1,159,8.3
2020-01-10 01:00:00,6.0,94,5.1,0.0,0.0,1016.4,869.7,22,0.06,2.4,153,7.6
2020-01-10 02:00:00,6.8,92,5.6,0.0,0.0,1017.1,870.7,19,0.08,3.2,153,9.0
2020-01-10 03:00:00,9.0,89,7.3,0.0,0.0,1018.1,872.5,12,0.13,3.6,143,11.9
2020-01-10 04:00:00,10.6,78,6.8,0.0,0.0,1018.6,873.7,11,0.29,0.4,90,11.5
2020-01-10 05:00:00,11.7,70,6.3,0.0,0.0,1018.4,874.1,15,0.42,2.9,330,13.7
2020-01-10 06:00:00,12.3,69,6.9,0.0,0.0,1017.7,873.8,13,0.44,5.8,330,19.1
2020-01-10 07:00:00,12.8,70,7.5,0.0,0.0,1016.5,873.0,17,0.44,7.4,337,23.4
2020-01-10 08:00:00,13.0,71,7.8,0.0,0.0,1015.8,872.4,22,0.44,9.0,337,28.1
2020-01-10 09:00:00,12.7,74,8.2,0.0,0.0,1015.3,871.9,49,0.38,8.4,329,27.7
2020-01-10 10:00:00,12.0,78,8.3,0.0,0.0,1015.5,871.7,37,0.31,6.3,329,25.6
2020-01-10 11:00:00,11.2,82,8.2,0.0,0.0,1015.9,871.7,66,0.24,4.9,343,18.7
2020-01-10 12:00:00,9.3,89,7.6,0.0,0.0,1016.7,871.5,98,0.13,5.5,349,14.0
2020-01-10 13:00:00,9.4,83,6.6,0.0,0.0,1017.7,872.4,100,0.2,2.6,326,13.7
2020-01-10 14:00:00,8.5,91,7.1,0.0,0.0,1018.0,872.2,95,0.1,1.1,198,9.7
2020-01-10 15:00:00,8.3,91,6.9,0.0,0.0,1018.5,872.6,75,0.1,2.5,188,9.0
2020-01-10 16:00:00,7.7,93,6.6,0.0,0.0,1018.6,872.4,58,0.08,2.9,180,9.4
2020-01-10 17:00:00,7.1,93,6.0,0.0,0.0,1018.5,872.0,49,0.07,2.9,173,9.0
2020-01-10 18:00:00,6.4,93,5.3,0.0,0.0,1018.1,871.3,42,0.07,3.6,174,10.8
2020-01-10 19:00:00,5.5,93,4.5,0.0,0.0,1018.0,870.8,33,0.06,3.7,169,11.5
2020-01-10 20:00:00,4.7,94,3.8,0.0,0.0,1017.7,870.2,26,0.06,4.4,171,14.0
2020-01-10 21:00:00,4.3,94,3.4,0.0,0.0,1016.8,869.2,12,0.05,5.9,169,16.2
2020-01-10 22:00:00,3.7,94,2.8,0.0,0.0,1015.9,868.1,8,0.05,6.5,174,18.0
2020-01-10 23:00:00,3.2,92,2.1,0.0,0.0,1015.6,867.6,5,0.06,5.4,172,18.0
2020-01-11 00:00:00,4.2,91,2.8,0.0,0.0,1017.1,869.4,4,0.08,4.7,171,16.2
2020-01-11 01:00:00,4.6,87,2.6,0.0,0.0,1018.0,870.4,2,0.11,4.1,165,15.5
2020-01-11 02:00:00,5.5,83,2.9,0.0,0.0,1018.5,871.2,3,0.15,5.6,165,14.4
2020-01-11 03:00:00,9.6,69,4.2,0.0,0.0,1019.2,873.8,3,0.37,4.6,141,14.8
2020-01-11 04:00:00,11.8,59,4.1,0.0,0.0,1019.7,875.2,3,0.57,2.6,56,12.6
2020-01-11 05:00:00,12.9,58,4.8,0.0,0.0,1019.1,875.2,1,0.63,3.6,6,15.5
2020-01-11 06:00:00,13.8,57,5.5,0.0,0.0,1017.9,874.6,1,0.68,4.7,337,17.6
